pagina,texto,tipo,url,output_dir,archivo,ok,mensaje
Matemáticas II,Matemáticas II 2021-2022 Coincidencias,gdrive,https://drive.google.com/file/d/1jW7DbxtNvXDtHYPE18aI1ydEKAllmeQa/view?usp=sharing,matematicas,2021-2022 Ordinaria Soluciones MatemÃ¡ticas II coincidencias.pdf,True,Descargado: 2021-2022 Ordinaria Soluciones MatemÃ¡ticas II coincidencias.pdf
Matemáticas II,Matemáticas II 2021-2022,gdrive,https://drive.google.com/file/d/1N-NmTU8OnMJOmc9Au04wsw61Oep0TQJg/view?usp=sharing,matematicas,2021-2022 Ordinaria Soluciones MatemÃ¡ticas II.pdf,True,Descargado: 2021-2022 Ordinaria Soluciones MatemÃ¡ticas II.pdf
Matemáticas II,Matemáticas II 2020-2021,gdrive,https://drive.google.com/file/d/1F1zHKCQFbYvLEP_6v3O4YiA1dIH2kTYA/view?usp=sharing,matematicas,2020-2021 Ordinaria Soluciones MatemaÌticas II.pdf,True,Descargado: 2020-2021 Ordinaria Soluciones MatemaÌticas II.pdf
Matemáticas II,Matemáticas II 2019-2020,gdrive,https://drive.google.com/file/d/1wvyHJGtwmC-ZWK2J0raGIPpdPPdy1kOO/view?usp=sharing,matematicas,2019-2020 Ordinaria MatemaÌticas II.pdf,True,Descargado: 2019-2020 Ordinaria MatemaÌticas II.pdf
Matemáticas II,Matemáticas II 2019-2020 coincidencias,gdrive,https://drive.google.com/file/d/1VUL3qyfouCCTWtheEO_Wa1hHAU19BVAt/view?usp=sharing,matematicas,2019-2020 Ordinaria MatemaÌticas II (coincidencias).pdf,True,Descargado: 2019-2020 Ordinaria MatemaÌticas II (coincidencias).pdf
Matemáticas II,Matemáticas II 2018-2019,gdrive,https://drive.google.com/file/d/1DmNk-CkaaMJA2AyDPG92PovM794PMK4f/view?usp=sharing,matematicas,2018-2019 Ordinaria MatemaÌticas II.pdf,True,Descargado: 2018-2019 Ordinaria MatemaÌticas II.pdf
Matemáticas II,Matemáticas II 2017-2018,gdrive,https://drive.google.com/file/d/1WxJAHcCShk5-kbt81ZrtZktFFxlcnHKM/view?usp=sharing,matematicas,2017-2018 Ordinaria MatemaÌticas II.pdf,True,Descargado: 2017-2018 Ordinaria MatemaÌticas II.pdf
Matemáticas II,Matemáticas II 2024-2025 coincidencias,gdrive,https://drive.google.com/file/d/1mgvewPG4Rr4uudhVjdQ2RUxcf6mM56aa/view?usp=drive_link,matematicas,2024-2025 Extraordinaria Soluciones MatemÃ¡ticas II coincidencias.pdf,True,Descargado: 2024-2025 Extraordinaria Soluciones MatemÃ¡ticas II coincidencias.pdf
Matemáticas II,Matemáticas II 2024-2025,gdrive,https://drive.google.com/file/d/1cCGgsASoB6nGCUNzaMq6B6dWgj39W8uN/view?usp=drive_link,matematicas,2024-2025 Extraordinaria Soluciones MatemÃ¡ticas II.pdf,True,Descargado: 2024-2025 Extraordinaria Soluciones MatemÃ¡ticas II.pdf
Matemáticas II,Matemáticas II 2023-2024,gdrive,https://drive.google.com/file/d/1Og5VVTfkkbnerHRRFNe2jjr4Ww5tsEYl/view?usp=drive_link,matematicas,2023-2024 Extraordinaria Soluciones MatemÃ¡ticas II.pdf,True,Descargado: 2023-2024 Extraordinaria Soluciones MatemÃ¡ticas II.pdf
Matemáticas II,Matemáticas II 2022-2023,gdrive,https://drive.google.com/file/d/1QY-915QoWxoi1B8mUaxD542WcboZw0rd/view?usp=drive_link,matematicas,2022-2023 Extraordinaria Soluciones MatemÃ¡ticas II.pdf,True,Descargado: 2022-2023 Extraordinaria Soluciones MatemÃ¡ticas II.pdf
Matemáticas II,Matemáticas II 2021-2022 coincidencias,gdrive,https://drive.google.com/file/d/1T7fca9BdXDqK-92jdGRZ9uxpe7bU4t9-/view?usp=sharing,matematicas,2021-2022 Extraordinaria Soluciones MatemÃ¡ticas II.pdf,True,Descargado: 2021-2022 Extraordinaria Soluciones MatemÃ¡ticas II.pdf
Matemáticas II,Matemáticas II 2020-2021,gdrive,https://drive.google.com/file/d/1Bc-8Fys25r7B4LwIjbAm7no3ok8gGc7o/view?usp=sharing,matematicas,2020-2021 Extraordinaria Soluciones MatemaÌticas II.pdf,True,Descargado: 2020-2021 Extraordinaria Soluciones MatemaÌticas II.pdf
Matemáticas II,Matemáticas II 2019-2020,gdrive,https://drive.google.com/file/d/13IVblyfBlDv8u4AMHfxxdariHvKl5882/view?usp=sharing,matematicas,2019-2020 Extraordinaria MatemaÌticas II.pdf,True,Descargado: 2019-2020 Extraordinaria MatemaÌticas II.pdf
Matemáticas II,Matemáticas II 2018-2019,gdrive,https://drive.google.com/file/d/1EhZTeYsr4ixxQbkVEm8JyDaIo3p8nQHV/view?usp=sharing,matematicas,2018-2019 Extraordinaria MatemaÌticas II.pdf,True,Descargado: 2018-2019 Extraordinaria MatemaÌticas II.pdf
Matemáticas II,Matemáticas II 2017-2018,gdrive,https://drive.google.com/file/d/1Jpd1Jm3t8wpmMfsP23JVE2PAARSEHS38/view?usp=sharing,matematicas,2017-2018 Extraordinaria MatemaÌticas II.pdf,True,Descargado: 2017-2018 Extraordinaria MatemaÌticas II.pdf
Matemáticas II,Criterios de Corrección Generales 2025-2026,gdrive,https://drive.google.com/file/d/1oJNgNfhuKd6HfMJWiy19O-6nrj4rvj6h/view?usp=drive_link,matematicas,2025-2026 Criterios de CorrecciÃ³n Generales.pdf,True,Descargado: 2025-2026 Criterios de CorrecciÃ³n Generales.pdf
Matemáticas II,Uso de calculadoras permitidas (2025-2026),pdf,https://www.uc3m.es/pruebasacceso/media/pruebasacceso/doc/archivo/doc_calculadoras/calculadoras-permitidas-v2.docx-2.pdf,matematicas,Calculadoras+permitidas+v2.docx+(2).pdf,True,Descargado: Calculadoras+permitidas+v2.docx+(2).pdf
Quimica,Química 2025-2026,gdrive,https://drive.google.com/file/d/15p8qQlJrEbjuLGLKlP6rQz37CHhC5Fdr/view?usp=drive_link,quimica,2025-2026 Modelo examen QuÃ­mica.pdf,True,Descargado: 2025-2026 Modelo examen QuÃ­mica.pdf
Quimica,Química 2024-2025,gdrive,https://drive.google.com/file/d/1GYcsLS6ZEc9Pd6gslQm0JW4U9x2k_k9W/view?usp=drive_link,quimica,2024-2025 Modelo examen QuÃ­mica.pdf,True,Descargado: 2024-2025 Modelo examen QuÃ­mica.pdf
Quimica,Química 2023-2024,gdrive,https://drive.google.com/file/d/1bxI5Y8srnl7kG4k-0fRiVjSozkVODwit/view?usp=sharing,quimica,2023-2024 Modelo examen QuÃ­mica.pdf,True,Descargado: 2023-2024 Modelo examen QuÃ­mica.pdf
Quimica,Química 2022-2023,gdrive,https://drive.google.com/file/d/1SY2F_3kSbD1c6yG9xFe5YIQaSWHo8k32/view?usp=sharing,quimica,2022-2023 Modelo examen QuÃ­mica.pdf,True,Descargado: 2022-2023 Modelo examen QuÃ­mica.pdf
Quimica,Química 2021-2022,gdrive,https://drive.google.com/file/d/1Xy8JgI3jxgTfK6jAFUqX3N0Xta86ClT9/view?usp=sharing,quimica,2021-2022 Modelo examen QuÃ­mica.pdf,True,Descargado: 2021-2022 Modelo examen QuÃ­mica.pdf
Quimica,Química 2020-2021,gdrive,https://drive.google.com/file/d/1ywHidf2-qtAy9Janj1TnvAQLEZ35kah8/view?usp=sharing,quimica,2020-2021 Modelo examen QuiÌmica.pdf,True,Descargado: 2020-2021 Modelo examen QuiÌmica.pdf
Quimica,Química 2019-2020,gdrive,https://drive.google.com/file/d/1bnofnm89Q9wdcNis87nM8lX-DgSWZ503/view?usp=sharing,quimica,2019-2020 Modelos examen QuiÌmica.pdf,True,Descargado: 2019-2020 Modelos examen QuiÌmica.pdf
Quimica,Química 2018-2019,gdrive,https://drive.google.com/file/d/1DdoCq7pLAyU6KWqLi6k2uYxqJu3_asuT/view?usp=sharing,quimica,2018-2019 Modelo examen QuiÌmica.pdf,True,Descargado: 2018-2019 Modelo examen QuiÌmica.pdf
Quimica,Química 2017-2018,gdrive,https://drive.google.com/file/d/1Yew7M1IagScBABlAuAkNsnH3Q9fa-3tH/view?usp=sharing,quimica,2017-2018 Modelo examen QuiÌmica.pdf,True,Descargado: 2017-2018 Modelo examen QuiÌmica.pdf
Quimica,Química 2024-2025,gdrive,https://drive.google.com/file/d/1tPmrFX60RkaraggNed_xo3L-JYKB_sfW/view?usp=drive_link,quimica,2024-2025 Ordinaria Soluciones QuÃ­mica.pdf,True,Descargado: 2024-2025 Ordinaria Soluciones QuÃ­mica.pdf
Quimica,Química 2023-2024,gdrive,https://drive.google.com/file/d/1jyTZ0JAEqI-IVeavPyDioriB2hMEtHf3/view?usp=drive_link,quimica,2023-2024 Ordinaria Soluciones QuÃ­mica.pdf,True,Descargado: 2023-2024 Ordinaria Soluciones QuÃ­mica.pdf
Quimica,Química 2022-2023 coincidencias,gdrive,https://drive.google.com/file/d/1CZpMDq8PN1d-3sVNcBfCjb7LiCe__aNp/view?usp=drive_link,quimica,2022-2023 Ordinaria Soluciones QuÃ­mica coincidencias.pdf,True,Descargado: 2022-2023 Ordinaria Soluciones QuÃ­mica coincidencias.pdf
Quimica,Química 2022-2023,gdrive,https://drive.google.com/file/d/17FVDRgBiEtlln0_A1CJbYJIsS7tLX_u5/view?usp=drive_link,quimica,2022-2023 Ordinaria Soluciones QuÃ­mica.pdf,True,Descargado: 2022-2023 Ordinaria Soluciones QuÃ­mica.pdf
Quimica,Química 2021-2022,gdrive,https://drive.google.com/file/d/1M0YTerQm9Si1koWv405OqE-cNFp3S9gF/view?usp=drive_link,quimica,2021-2022 Ordinaria Soluciones QuÃ­mica.pdf,True,Descargado: 2021-2022 Ordinaria Soluciones QuÃ­mica.pdf
Quimica,Química 2020-2021,gdrive,https://drive.google.com/file/d/1sAJV9azht0Li0kf_7LOHFgfjW2F8OUTm/view?usp=sharing,quimica,2020-2021 Ordinaria Soluciones QuiÌmica.pdf,True,Descargado: 2020-2021 Ordinaria Soluciones QuiÌmica.pdf
Quimica,Química 2020-2021 coincidencias,gdrive,https://drive.google.com/file/d/1c6HKw0HLGCOpzlLyU95FVx_ywx1E7n03/view?usp=sharing,quimica,2020-2021 Ordinaria Soluciones QuiÌmica coincidencias.pdf,True,Descargado: 2020-2021 Ordinaria Soluciones QuiÌmica coincidencias.pdf
Quimica,Química 2019-2020,gdrive,https://drive.google.com/file/d/1b3fVadsP7BkWGAVVBw-ZrUIQFA2z4bhp/view?usp=sharing,quimica,2019-2020 Ordinaria QuiÌmica.pdf,True,Descargado: 2019-2020 Ordinaria QuiÌmica.pdf
Quimica,Química 2019-2020 coincidencias,gdrive,https://drive.google.com/file/d/1Bzu7YHrwnSSvG2iHZI0iCsGF-QhGplxj/view?usp=sharing,quimica,2019-2020 Ordinaria QuiÌmica (coincidencias).pdf,True,Descargado: 2019-2020 Ordinaria QuiÌmica (coincidencias).pdf
Quimica,Química 2018-2019,gdrive,https://drive.google.com/file/d/1T-nykJXluElUwAmPYFEIelDqyAyIkhmQ/view?usp=sharing,quimica,2018-2019 Ordinaria QuiÌmica.pdf,True,Descargado: 2018-2019 Ordinaria QuiÌmica.pdf
Quimica,Química 2017-2018,gdrive,https://drive.google.com/file/d/1I0HjCLZKCAGKmQnO7kSu7AQoqhiMU92E/view?usp=sharing,quimica,2017-2018 Ordinaria QuiÌmica.pdf,True,Descargado: 2017-2018 Ordinaria QuiÌmica.pdf
Quimica,Química 2023-2024,gdrive,https://drive.google.com/file/d/1ZDSTnutBZy7UBrL6DkFhiV6wDcQMD1EL/view?usp=drive_link,quimica,2023-2024 Extraordinaria Soluciones QuÃ­mica.pdf,True,Descargado: 2023-2024 Extraordinaria Soluciones QuÃ­mica.pdf
Quimica,Química 2022-2023,gdrive,https://drive.google.com/file/d/1OEjk8Zq2F0kXjWs5lrLvGp8D3WSIBjY7/view?usp=drive_link,quimica,2022-2023 Extraordinaria Soluciones QuÃ­mica.pdf,True,Descargado: 2022-2023 Extraordinaria Soluciones QuÃ­mica.pdf
Quimica,Química 2021-2022,gdrive,https://drive.google.com/file/d/1XXhg4TwKNKZEkSvpdKF91YqPuyLxEOGa/view?usp=sharing,quimica,2021-2022 Extraordinaria Soluciones QuÃ­mica.pdf,True,Descargado: 2021-2022 Extraordinaria Soluciones QuÃ­mica.pdf
Quimica,Química 2020-2021,gdrive,https://drive.google.com/file/d/1aN6IdtXaMDfzVAzuknJQvsp-aPgDi47g/view?usp=sharing,quimica,2020-2021 Extraordinaria Soluciones QuiÌmica.pdf,True,Descargado: 2020-2021 Extraordinaria Soluciones QuiÌmica.pdf
Quimica,Química 2019-2020,gdrive,https://drive.google.com/file/d/1ZF3DjJvRDAw2sEyOfyC8Qyx-rQ7WOZ0Z/view?usp=sharing,quimica,2019-2020 Extraordinaria QuiÌmica.pdf,True,Descargado: 2019-2020 Extraordinaria QuiÌmica.pdf
Quimica,Química 2018-2019,gdrive,https://drive.google.com/file/d/1QhO7mPX-TEglt21-MoUjuMkHhS5AFKwN/view?usp=sharing,quimica,2018-2019 Extraordinaria QuiÌmica.pdf,True,Descargado: 2018-2019 Extraordinaria QuiÌmica.pdf
Quimica,Química 2017-2018,gdrive,https://drive.google.com/file/d/1ljzU-iQmJNgmDzdkmoVTKCPEXI8FWS-x/view?usp=sharing,quimica,2017-2018 Extraordinaria QuiÌmica.pdf,True,Descargado: 2017-2018 Extraordinaria QuiÌmica.pdf
Quimica,Criterios de Corrección Generales 2025-2026,gdrive,https://drive.google.com/file/d/1oJNgNfhuKd6HfMJWiy19O-6nrj4rvj6h/view?usp=drive_link,quimica,2025-2026 Criterios de CorrecciÃ³n Generales.pdf,True,Descargado: 2025-2026 Criterios de CorrecciÃ³n Generales.pdf
Quimica,Uso de calculadoras permitidas (2025-2026),pdf,https://www.uc3m.es/pruebasacceso/media/pruebasacceso/doc/archivo/doc_calculadoras/calculadoras-permitidas-v2.docx-2.pdf,quimica,Calculadoras+permitidas+v2.docx+(2).pdf,True,Descargado: Calculadoras+permitidas+v2.docx+(2).pdf
Tecnología,Tecnología e Ingeniería II 2025-2026,gdrive,https://drive.google.com/file/d/1MmXIPDnj36jqOiEIY15D86lQmgjbbSJ0/view?usp=drive_link,tecnologia,2025-2026 Modelo examen TecnologÃ­a e IngenierÃ­a II.pdf,True,Descargado: 2025-2026 Modelo examen TecnologÃ­a e IngenierÃ­a II.pdf
Tecnología,Tecnología e Ingeniería II 2024-2025,gdrive,https://drive.google.com/file/d/13FPjfJKy9rlQT_dXz2Ly3v2ESHkiAHSS/view?usp=drive_link,tecnologia,2024-2025 Modelo examen TecnologÃ­a e IngenierÃ­a II.pdf,True,Descargado: 2024-2025 Modelo examen TecnologÃ­a e IngenierÃ­a II.pdf
Tecnología,Tecnología e Ingeniería II 2023-2024,gdrive,https://drive.google.com/file/d/1ShQxlRWulwIkG90Ptkz9YcvjRTePPnGf/view?usp=drive_link,tecnologia,2023-2024 Modelo de examen de TecnologÃ­a e IngenierÃ­a II.pdf,True,Descargado: 2023-2024 Modelo de examen de TecnologÃ­a e IngenierÃ­a II.pdf
